<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.15	13:07:00	130325	130360	130320	130335	4548	18291	5
2024.07.15	13:08:00	130335	130345	130290	130295	5563	22414	5
2024.07.15	13:09:00	130295	130335	130290	130315	4852	21345	5
2024.07.15	13:10:00	130315	130335	130305	130310	3789	17582	5
2024.07.15	13:11:00	130310	130320	130290	130290	5092	16981	5
2024.07.15	13:12:00	130290	130320	130275	130305	5872	22812	5
2024.07.15	13:13:00	130305	130305	130265	130265	5878	23957	5
2024.07.15	13:14:00	130265	130290	130265	130280	4273	15385	5
2024.07.15	13:15:00	130280	130325	130270	130320	5382	19091	5
2024.07.15	13:16:00	130320	130345	130290	130335	8070	29176	5
2024.07.15	13:17:00	130340	130400	130330	130380	11219	38159	5
2024.07.15	13:18:00	130385	130405	130360	130385	7472	26406	5
2024.07.15	13:19:00	130385	130390	130350	130350	4453	16147	5
2024.07.15	13:20:00	130350	130360	130330	130335	6592	24932	5
2024.07.15	13:21:00	130330	130370	130320	130335	6220	21731	5
2024.07.15	13:22:00	130340	130350	130305	130335	7205	25257	5
2024.07.15	13:23:00	130340	130355	130320	130330	3372	12678	5
2024.07.15	13:24:00	130335	130390	130330	130370	5218	18964	5
2024.07.15	13:25:00	130370	130380	130335	130340	4490	16548	5
2024.07.15	13:26:00	130340	130345	130315	130330	4801	18284	5
2024.07.15	13:27:00	130330	130340	130310	130315	3049	10670	5
2024.07.15	13:28:00	130315	130330	130295	130325	5205	19224	5
2024.07.15	13:29:00	130325	130340	130305	130320	3206	11303	5
2024.07.15	13:30:00	130320	130350	130315	130330	2421	8478	5
2024.07.15	13:31:00	130330	130350	130315	130350	2166	7953	5
2024.07.15	13:32:00	130345	130395	130345	130365	6506	26260	5
2024.07.15	13:33:00	130365	130375	130350	130360	2286	8683	5
2024.07.15	13:34:00	130360	130365	130330	130345	3846	14777	5
2024.07.15	13:35:00	130345	130350	130310	130310	4834	15438	5
2024.07.15	13:36:00	130315	130330	130295	130315	4779	18267	5
2024.07.15	13:37:00	130315	130320	130285	130305	4977	17823	5
2024.07.15	13:38:00	130310	130340	130295	130315	3316	12767	5
2024.07.15	13:39:00	130315	130325	130305	130315	1841	5901	5
2024.07.15	13:40:00	130315	130330	130305	130320	2223	7364	5
2024.07.15	13:41:00	130315	130455	130310	130450	19125	73406	5
2024.07.15	13:42:00	130450	130530	130395	130400	31952	120894	5
2024.07.15	13:43:00	130400	130430	130365	130375	11721	40014	5
2024.07.15	13:44:00	130375	130400	130310	130315	10872	38233	5
2024.07.15	13:45:00	130310	130325	130250	130290	20376	76825	5
2024.07.15	13:46:00	130290	130305	130265	130300	5162	18547	5
2024.07.15	13:47:00	130300	130365	130295	130335	11670	45063	5
2024.07.15	13:48:00	130335	130360	130305	130335	7113	24447	5
2024.07.15	13:49:00	130335	130340	130295	130295	6351	21298	5
2024.07.15	13:50:00	130300	130330	130265	130280	8669	32475	5
2024.07.15	13:51:00	130280	130305	130270	130290	3611	12339	5
2024.07.15	13:52:00	130290	130295	130205	130255	18974	76495	5
2024.07.15	13:53:00	130250	130255	130205	130220	6521	25298	5
2024.07.15	13:54:00	130220	130255	130210	130240	4990	16623	5
2024.07.15	13:55:00	130240	130280	130230	130260	6448	23329	5
2024.07.15	13:56:00	130260	130305	130245	130275	6959	26442	5
2024.07.15	13:57:00	130270	130310	130265	130270	5404	19241	5
2024.07.15	13:58:00	130270	130285	130250	130250	4929	15919	5
2024.07.15	13:59:00	130255	130320	130240	130310	6761	25604	5
2024.07.15	14:00:00	130310	130320	130260	130265	6937	26092	5
2024.07.15	14:01:00	130260	130260	130200	130235	13282	48448	5
2024.07.15	14:02:00	130235	130275	130220	130235	5376	19809	5
2024.07.15	14:03:00	130240	130255	130220	130240	5985	17968	5
2024.07.15	14:04:00	130240	130265	130230	130250	3930	12741	5
2024.07.15	14:05:00	130250	130295	130230	130285	5952	21198	5
2024.07.15	14:06:00	130285	130320	130265	130305	6629	24052	5
2024.07.15	14:07:00	130310	130350	130305	130315	10159	36387	5
2024.07.15	14:08:00	130310	130350	130310	130330	4806	14698	5
2024.07.15	14:09:00	130330	130360	130310	130330	5058	18905	5
2024.07.15	14:10:00	130330	130335	130290	130290	5986	21984	5
2024.07.15	14:11:00	130290	130320	130285	130310	3294	10706	5
2024.07.15	14:12:00	130310	130370	130310	130355	8256	32138	5
2024.07.15	14:13:00	130350	130370	130345	130365	4138	13542	5
2024.07.15	14:14:00	130365	130435	130365	130400	14897	59250	5
2024.07.15	14:15:00	130400	130420	130385	130410	7029	23732	5
2024.07.15	14:16:00	130410	130440	130405	130425	6763	26041	5
2024.07.15	14:17:00	130420	130425	130365	130395	9423	33422	5
2024.07.15	14:18:00	130395	130440	130385	130410	7111	26653	5
2024.07.15	14:19:00	130410	130450	130395	130410	5984	21267	5
2024.07.15	14:20:00	130410	130435	130400	130410	4195	14768	5
2024.07.15	14:21:00	130415	130420	130380	130400	6419	20480	5
2024.07.15	14:22:00	130395	130445	130385	130420	5059	19260	5
2024.07.15	14:23:00	130420	130450	130415	130450	4222	15284	5
2024.07.15	14:24:00	130445	130455	130420	130425	3759	12889	5
2024.07.15	14:25:00	130420	130425	130370	130385	8505	31941	5
2024.07.15	14:26:00	130385	130420	130380	130385	5253	21758	5
2024.07.15	14:27:00	130390	130395	130340	130370	9254	37591	5
2024.07.15	14:28:00	130365	130370	130305	130310	10330	41275	5
2024.07.15	14:29:00	130310	130340	130290	130315	6794	25208	5
2024.07.15	14:30:00	130320	130345	130300	130320	7019	27089	5
2024.07.15	14:31:00	130315	130355	130315	130325	3662	14402	5
2024.07.15	14:32:00	130325	130335	130295	130310	5746	21730	5
2024.07.15	14:33:00	130310	130320	130275	130305	8079	29453	5
2024.07.15	14:34:00	130310	130380	130310	130330	11634	48241	5
2024.07.15	14:35:00	130335	130340	130305	130310	6144	24614	5
2024.07.15	14:36:00	130310	130315	130270	130285	7862	31319	5
2024.07.15	14:37:00	130285	130330	130285	130310	5747	21240	5
2024.07.15	14:38:00	130305	130315	130290	130315	2165	7729	5
2024.07.15	14:39:00	130310	130340	130305	130310	3296	12577	5
2024.07.15	14:40:00	130315	130355	130305	130330	4374	16485	5
2024.07.15	14:41:00	130330	130350	130325	130340	2293	8643	5
2024.07.15	14:42:00	130340	130360	130315	130330	3516	12556	5
2024.07.15	14:43:00	130330	130335	130315	130320	1739	5078	5
2024.07.15	14:44:00	130315	130365	130315	130355	3708	13829	5
2024.07.15	14:45:00	130360	130405	130330	130395	8533	32951	5
2024.07.15	14:46:00	130390	130410	130380	130395	4224	16107	5
2024.07.15	14:47:00	130395	130435	130380	130400	7693	29389	5
2024.07.15	14:48:00	130405	130435	130395	130415	4849	17331	5
2024.07.15	14:49:00	130420	130435	130400	130410	3225	10991	5
2024.07.15	14:50:00	130410	130410	130365	130370	5842	24073	5
2024.07.15	14:51:00	130370	130390	130355	130385	5158	22623	5
2024.07.15	14:52:00	130385	130385	130360	130365	2141	7628	5
2024.07.15	14:53:00	130365	130390	130355	130360	2450	9660	5
2024.07.15	14:54:00	130355	130370	130340	130370	4174	16414	5
2024.07.15	14:55:00	130365	130385	130355	130380	2569	8766	5
2024.07.15	14:56:00	130380	130390	130360	130365	2824	10209	5
2024.07.15	14:57:00	130360	130370	130345	130365	2408	9548	5
2024.07.15	14:58:00	130365	130365	130335	130350	2355	8461	5
2024.07.15	14:59:00	130350	130355	130300	130305	6474	24988	5
2024.07.15	15:00:00	130305	130325	130285	130300	6750	26747	5
2024.07.15	15:01:00	130300	130315	130280	130315	3833	14085	5
2024.07.15	15:02:00	130310	130325	130285	130290	3119	10666	5
2024.07.15	15:03:00	130285	130290	130235	130245	10444	42919	5
2024.07.15	15:04:00	130250	130270	130225	130265	5367	21989	5
2024.07.15	15:05:00	130265	130290	130260	130270	4446	16197	5
2024.07.15	15:06:00	130270	130320	130270	130295	5806	22175	5
2024.07.15	15:07:00	130295	130320	130285	130315	2577	8721	5
2024.07.15	15:08:00	130315	130355	130305	130340	6728	27297	5
2024.07.15	15:09:00	130345	130365	130340	130360	4531	19441	5
2024.07.15	15:10:00	130365	130410	130360	130400	7660	33685	5
2024.07.15	15:11:00	130400	130425	130390	130405	5707	22517	5
2024.07.15	15:12:00	130405	130410	130370	130385	6524	27235	5
2024.07.15	15:13:00	130390	130400	130360	130380	4133	14281	5
2024.07.15	15:14:00	130385	130435	130380	130430	5177	18052	5
2024.07.15	15:15:00	130425	130455	130420	130430	9673	39827	5
2024.07.15	15:16:00	130425	130430	130405	130415	4486	16038	5
2024.07.15	15:17:00	130410	130440	130395	130435	4430	15818	5
2024.07.15	15:18:00	130430	130455	130415	130450	4574	15287	5
2024.07.15	15:19:00	130445	130470	130430	130435	6346	25894	5
2024.07.15	15:20:00	130430	130455	130430	130440	1904	6394	5
2024.07.15	15:21:00	130435	130490	130430	130455	7709	32371	5
2024.07.15	15:22:00	130450	130485	130445	130470	3371	13383	5
2024.07.15	15:23:00	130475	130480	130440	130465	3892	17917	5
2024.07.15	15:24:00	130470	130485	130440	130440	4108	16935	5
2024.07.15	15:25:00	130440	130470	130425	130450	4817	18402	5
2024.07.15	15:26:00	130450	130460	130425	130440	3219	10681	5
2024.07.15	15:27:00	130440	130455	130430	130430	2274	7782	5
2024.07.15	15:28:00	130430	130455	130420	130435	3652	12254	5
2024.07.15	15:29:00	130435	130440	130410	130415	4198	15478	5
2024.07.15	15:30:00	130415	130435	130410	130430	3304	11722	5
2024.07.15	15:31:00	130430	130485	130410	130470	6580	25591	5
2024.07.15	15:32:00	130475	130505	130465	130480	7478	28563	5
2024.07.15	15:33:00	130480	130485	130440	130460	5707	22019	5
2024.07.15	15:34:00	130460	130500	130450	130485	3243	13499	5
2024.07.15	15:35:00	130490	130515	130465	130465	6208	22647	5
2024.07.15	15:36:00	130465	130480	130455	130460	3032	12020	5
2024.07.15	15:37:00	130460	130460	130415	130435	7263	29976	5
2024.07.15	15:38:00	130435	130465	130410	130460	5689	21636	5
2024.07.15	15:39:00	130465	130525	130440	130525	9121	36659	5
2024.07.15	15:40:00	130520	130550	130480	130500	14604	65064	5
2024.07.15	15:41:00	130505	130505	130470	130480	4579	18515	5
2024.07.15	15:42:00	130485	130495	130460	130475	5270	24306	5
2024.07.15	15:43:00	130475	130485	130455	130465	3082	12104	5
2024.07.15	15:44:00	130470	130505	130465	130490	3376	13506	5
2024.07.15	15:45:00	130485	130535	130485	130500	5852	23728	5
2024.07.15	15:46:00	130500	130515	130485	130485	3141	13836	5
2024.07.15	15:47:00	130490	130500	130480	130480	2562	11174	5
2024.07.15	15:48:00	130485	130535	130475	130505	4912	22497	5
2024.07.15	15:49:00	130510	130525	130500	130510	2188	7558	5
2024.07.15	15:50:00	130510	130520	130495	130495	1894	7069	5
2024.07.15	15:51:00	130500	130510	130490	130495	1778	6414	5
2024.07.15	15:52:00	130500	130520	130485	130495	2493	10893	5
2024.07.15	15:53:00	130495	130540	130495	130525	5023	23453	5
2024.07.15	15:54:00	130530	130535	130515	130525	1965	7000	5
2024.07.15	15:55:00	130530	130550	130505	130545	4407	20760	5
2024.07.15	15:56:00	130545	130570	130530	130545	7298	34772	5
2024.07.15	15:57:00	130550	130570	130535	130540	4154	19650	5
2024.07.15	15:58:00	130540	130560	130535	130545	2497	11007	5
2024.07.15	15:59:00	130540	130560	130525	130550	3919	18771	5
2024.07.15	16:00:00	130550	130550	130515	130525	4363	20214	5
2024.07.15	16:01:00	130530	130545	130515	130535	3445	13725	5
2024.07.15	16:02:00	130530	130540	130510	130525	2030	6851	5
2024.07.15	16:03:00	130525	130560	130510	130545	3747	16473	5
2024.07.15	16:04:00	130545	130555	130520	130555	2876	11990	5
2024.07.15	16:05:00	130555	130555	130525	130530	1611	5065	5
2024.07.15	16:06:00	130535	130550	130520	130545	1532	5276	5
2024.07.15	16:07:00	130550	130550	130520	130540	1454	5365	5
2024.07.15	16:08:00	130535	130540	130505	130510	3701	16428	5
2024.07.15	16:09:00	130515	130525	130495	130495	3364	13316	5
2024.07.15	16:10:00	130500	130525	130490	130510	3972	16584	5
2024.07.15	16:11:00	130510	130525	130495	130505	2820	11926	5
2024.07.15	16:12:00	130500	130510	130475	130480	4508	17094	5
2024.07.15	16:13:00	130485	130485	130455	130480	7237	30656	5
2024.07.15	16:14:00	130480	130490	130455	130475	2477	11927	5
2024.07.15	16:15:00	130475	130480	130455	130475	2896	12738	5
2024.07.15	16:16:00	130475	130480	130450	130455	3512	13748	5
2024.07.15	16:17:00	130450	130480	130450	130465	2111	9298	5
2024.07.15	16:18:00	130465	130480	130440	130460	3678	14602	5
2024.07.15	16:19:00	130460	130475	130450	130455	1830	7559	5
2024.07.15	16:20:00	130450	130455	130440	130450	2240	8664	5
2024.07.15	16:21:00	130445	130485	130435	130475	4919	18615	5
2024.07.15	16:22:00	130475	130515	130470	130495	6256	26683	5
2024.07.15	16:23:00	130490	130520	130485	130495	3204	14717	5
2024.07.15	16:24:00	130500	130525	130495	130510	3484	15181	5
2024.07.15	16:25:00	130510	130510	130485	130510	2947	9602	5
2024.07.15	16:26:00	130505	130510	130490	130495	1717	6251	5
2024.07.15	16:27:00	130495	130515	130485	130485	2707	10185	5
2024.07.15	16:28:00	130490	130520	130485	130515	2667	9782	5
2024.07.15	16:29:00	130515	130520	130490	130495	1746	6510	5
2024.07.15	16:30:00	130495	130520	130490	130495	2425	8451	5
2024.07.15	16:31:00	130495	130505	130485	130500	2066	7792	5
2024.07.15	16:32:00	130500	130515	130495	130510	2045	7822	5
2024.07.15	16:33:00	130515	130535	130505	130505	3444	12609	5
2024.07.15	16:34:00	130505	130520	130505	130515	1291	4302	5
2024.07.15	16:35:00	130510	130515	130490	130505	2748	11355	5
2024.07.15	16:36:00	130505	130520	130505	130510	1279	4741	5
2024.07.15	16:37:00	130510	130510	130490	130500	2694	11140	5
2024.07.15	16:38:00	130500	130510	130480	130480	2706	10556	5
2024.07.15	16:39:00	130480	130490	130475	130485	2505	10830	5
2024.07.15	16:40:00	130485	130525	130485	130505	3682	16118	5
2024.07.15	16:41:00	130510	130520	130495	130505	2124	8925	5
2024.07.15	16:42:00	130505	130505	130480	130480	2444	10990	5
2024.07.15	16:43:00	130485	130490	130455	130475	4276	17995	5
2024.07.15	16:44:00	130475	130475	130455	130460	2858	11254	5
2024.07.15	16:45:00	130465	130485	130445	130485	3650	14991	5
2024.07.15	16:46:00	130485	130490	130455	130465	2466	11371	5
2024.07.15	16:47:00	130465	130470	130440	130465	4349	18839	5
2024.07.15	16:48:00	130470	130480	130460	130480	2535	9858	5
2024.07.15	16:49:00	130475	130480	130460	130475	1605	7128	5
2024.07.15	16:50:00	130475	130480	130425	130435	6212	25807	5
2024.07.15	16:51:00	130435	130455	130425	130425	4910	19650	5
2024.07.15	16:52:00	130430	130430	130400	130405	6472	27408	5
2024.07.15	16:53:00	130410	130455	130405	130445	5392	23600	5
2024.07.15	16:54:00	130445	130475	130440	130450	5181	23097	5
2024.07.15	16:55:00	130450	130470	130415	130420	4302	19402	5
2024.07.15	16:56:00	130425	130445	130415	130435	2459	11023	5
2024.07.15	16:57:00	130430	130435	130405	130415	2718	12225	5
2024.07.15	16:58:00	130415	130425	130410	130410	2149	11674	5
2024.07.15	16:59:00	130415	130430	130385	130425	6631	26216	5
2024.07.15	17:00:00	130425	130430	130375	130390	6165	27428	5
2024.07.15	17:01:00	130390	130395	130375	130375	2227	8360	5
2024.07.15	17:02:00	130375	130395	130375	130385	2557	11030	5
2024.07.15	17:03:00	130385	130390	130380	130390	1690	8558	5
2024.07.15	17:04:00	130385	130390	130375	130385	1121	4343	5
2024.07.15	17:05:00	130380	130405	130370	130405	4247	20259	5
2024.07.15	17:06:00	130405	130410	130380	130380	2412	12872	5
2024.07.15	17:07:00	130380	130405	130380	130400	1748	6764	5
2024.07.15	17:08:00	130400	130410	130395	130400	1309	4492	5
2024.07.15	17:09:00	130400	130400	130390	130400	878	3240	5
2024.07.15	17:10:00	130395	130420	130395	130415	2994	11272	5
2024.07.15	17:11:00	130410	130430	130410	130425	3055	10817	5
2024.07.15	17:12:00	130425	130445	130420	130425	3975	14663	5
2024.07.15	17:13:00	130430	130460	130425	130445	3106	11844	5
2024.07.15	17:14:00	130440	130460	130440	130445	2120	8183	5
2024.07.15	17:15:00	130445	130460	130440	130445	1644	6015	5
2024.07.15	17:16:00	130445	130470	130445	130460	2189	9034	5
2024.07.15	17:17:00	130460	130465	130445	130450	1406	6078	5
2024.07.15	17:18:00	130445	130450	130430	130445	1890	6608	5
2024.07.15	17:19:00	130440	130450	130415	130430	3052	13572	5
2024.07.15	17:20:00	130430	130440	130420	130430	1257	4439	5
2024.07.15	17:21:00	130430	130450	130420	130445	1417	5168	5
2024.07.15	17:22:00	130445	130445	130425	130430	1100	3337	5
2024.07.15	17:23:00	130430	130445	130415	130440	1547	5627	5
2024.07.15	17:24:00	130440	130445	130420	130435	1448	5908	5
2024.07.15	17:25:00	130435	130450	130425	130435	1390	4737	5
2024.07.15	17:26:00	130435	130455	130435	130455	894	3027	5
2024.07.15	17:27:00	130450	130455	130435	130445	902	2799	5
2024.07.15	17:28:00	130450	130450	130425	130440	1328	5845	5
2024.07.15	17:29:00	130440	130450	130435	130435	733	2348	5
2024.07.15	17:30:00	130435	130450	130420	130435	3141	11601	5
2024.07.15	17:31:00	130435	130435	130415	130430	995	4810	5
2024.07.15	17:32:00	130425	130450	130425	130440	1190	4409	5
2024.07.15	17:33:00	130445	130450	130425	130430	1418	6206	5
2024.07.15	17:34:00	130435	130440	130430	130440	531	2395	5
2024.07.15	17:35:00	130435	130445	130425	130435	1079	5475	5
2024.07.15	17:36:00	130440	130445	130425	130435	833	4072	5
2024.07.15	17:37:00	130435	130440	130430	130435	665	3277	5
2024.07.15	17:38:00	130440	130445	130430	130435	768	3167	5
2024.07.15	17:39:00	130440	130455	130435	130445	1489	7144	5
2024.07.15	17:40:00	130445	130465	130445	130460	1923	8030	5
2024.07.15	17:41:00	130455	130460	130450	130455	558	2359	5
2024.07.15	17:42:00	130455	130460	130445	130455	884	3855	5
2024.07.15	17:43:00	130455	130465	130440	130450	924	3379	5
2024.07.15	17:44:00	130445	130455	130440	130450	543	1888	5
2024.07.15	17:45:00	130450	130460	130445	130455	665	2305	5
2024.07.15	17:46:00	130460	130460	130440	130455	828	3208	5
2024.07.15	17:47:00	130455	130455	130435	130445	1314	5837	5
2024.07.15	17:48:00	130440	130465	130435	130460	1288	5300	5
2024.07.15	17:49:00	130460	130470	130455	130460	1742	7368	5
2024.07.15	17:50:00	130460	130490	130455	130470	4104	16837	5
2024.07.15	17:51:00	130470	130475	130455	130465	1048	4024	5
2024.07.15	17:52:00	130465	130475	130465	130470	541	1856	5
2024.07.15	17:53:00	130470	130470	130455	130465	654	2288	5
2024.07.15	17:54:00	130460	130475	130460	130475	857	3340	5
2024.07.15	17:55:00	130470	130480	130470	130475	818	3710	5
2024.07.15	17:56:00	130475	130485	130470	130485	694	3221	5
2024.07.15	17:57:00	130475	130485	130470	130475	589	2271	5
2024.07.15	17:58:00	130470	130480	130470	130470	472	1723	5
2024.07.15	17:59:00	130470	130485	130460	130480	1227	4705	5
2024.07.15	18:00:00	130485	130485	130455	130470	1743	4926	5
2024.07.15	18:01:00	130465	130480	130465	130470	764	2244	5
2024.07.15	18:02:00	130475	130485	130470	130480	753	2335	5
2024.07.15	18:03:00	130480	130485	130465	130475	1298	3162	5
2024.07.15	18:04:00	130475	130480	130470	130475	739	1923	5
2024.07.15	18:05:00	130470	130490	130460	130475	2160	5357	5
2024.07.15	18:06:00	130475	130480	130470	130475	792	1507	5
2024.07.15	18:07:00	130480	130480	130470	130470	608	955	5
2024.07.15	18:08:00	130480	130485	130470	130480	995	2159	5
2024.07.15	18:09:00	130475	130485	130470	130475	968	2253	5
2024.07.15	18:10:00	130475	130490	130470	130490	1377	4118	5
2024.07.15	18:11:00	130485	130495	130480	130485	987	3100	5
2024.07.15	18:12:00	130490	130520	130485	130490	4287	13096	5
2024.07.15	18:13:00	130495	130495	130485	130495	1038	2478	5
2024.07.15	18:14:00	130490	130500	130465	130485	3521	8608	5
2024.07.15	18:15:00	130490	130540	130480	130525	6653	17441	5
2024.07.15	18:16:00	130530	130545	130515	130520	3120	6473	5
2024.07.15	18:17:00	130525	130535	130520	130520	1159	2336	5
2024.07.15	18:18:00	130520	130530	130515	130515	1160	3092	5
2024.07.15	18:19:00	130520	130525	130455	130495	4207	13432	5
2024.07.15	18:20:00	130495	130495	130460	130475	2433	6758	5
2024.07.15	18:21:00	130470	130490	130470	130480	428	1125	5
2024.07.15	18:22:00	130475	130485	130460	130470	1502	2583	5
2024.07.15	18:23:00	130465	130490	130465	130480	505	1627	5
2024.07.15	18:24:00	130490	130570	130480	130535	1822	20118	5
